Track URI	Track Name	Artist URI(s)	Artist Name(s)	Album URI	Album Name	Album Artist URI(s)	Album Artist Name(s)	Album Release Date	Album Image URL	Disc Number	Track Number	Track Duration (ms)	Track Preview URL	Explicit	Popularity	Added By	Added At	Danceability	Energy	Key	Loudness	Mode	Speechiness	Acousticness	Instrumentalness	Liveness	Valence	Tempo	Time Signature
spotify:track:3tW8AHMl5N4xJZpF8FagPv	Flute Music For Deep Sleep	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	spotify:album:4voAJGyT67x61I1xwpZvou	Healing Indian Flute: Calming Native American Flute for Spa, Massage, Yoga & Meditation	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	2021-12-16	https://i.scdn.co/image/ab67616d0000b273e3de3aef322ea321b14e3c48	1	6	142663	https://p.scdn.co/mp3-preview/776dbd539a01cf44f6fab21035d329ddf4137f51?cid=9950ac751e34487dbbe027c4fd7f8e99	false	4	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:39:55Z	0.204	0.147	9	-16.452	0	0.0462	0.989	0.963	0.0959	0.0397	130.993	4
spotify:track:1Xdc3w0LTUq7E6GL7XN18p	Meditation Music and Flute Sounds	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	spotify:album:4voAJGyT67x61I1xwpZvou	Healing Indian Flute: Calming Native American Flute for Spa, Massage, Yoga & Meditation	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	2021-12-16	https://i.scdn.co/image/ab67616d0000b273e3de3aef322ea321b14e3c48	1	5	157709	https://p.scdn.co/mp3-preview/6c00bbd49569fc766b19e8284d681df969017145?cid=9950ac751e34487dbbe027c4fd7f8e99	false	37	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:39:56Z	0.256	0.183	0	-15.058	1	0.0426	0.981	0.948	0.111	0.0385	59.466	4
spotify:track:7wj1oese2CLwYXmaHvBXXI	Relaxing Flute Melody	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	spotify:album:4voAJGyT67x61I1xwpZvou	Healing Indian Flute: Calming Native American Flute for Spa, Massage, Yoga & Meditation	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	2021-12-16	https://i.scdn.co/image/ab67616d0000b273e3de3aef322ea321b14e3c48	1	14	138112	https://p.scdn.co/mp3-preview/1b5cd74c943c07691da336a81298182a370c8f54?cid=9950ac751e34487dbbe027c4fd7f8e99	false	4	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:39:58Z	0.104	0.201	5	-15.253	1	0.0371	0.935	0.769	0.111	0.0393	87.305	4
spotify:track:6g2YK8pWLCDAgOaTsvkVwv	Calm Flute for Peaceful Meditation	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	spotify:album:4voAJGyT67x61I1xwpZvou	Healing Indian Flute: Calming Native American Flute for Spa, Massage, Yoga & Meditation	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	2021-12-16	https://i.scdn.co/image/ab67616d0000b273e3de3aef322ea321b14e3c48	1	3	135140	https://p.scdn.co/mp3-preview/0e5b0691a868754abdb235a5593ed4a832a30988?cid=9950ac751e34487dbbe027c4fd7f8e99	false	40	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:40:03Z	0.242	0.256	10	-12.605	1	0.0361	0.94	0.833	0.0878	0.0783	83.695	1
spotify:track:0CuREQTWdP74uSvo1s8EDT	Tranquil Flute Sounds	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	spotify:album:4voAJGyT67x61I1xwpZvou	Healing Indian Flute: Calming Native American Flute for Spa, Massage, Yoga & Meditation	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	2021-12-16	https://i.scdn.co/image/ab67616d0000b273e3de3aef322ea321b14e3c48	1	4	161796	https://p.scdn.co/mp3-preview/73876f26e8e3ec24f9d13e0d75d6497224bfe6eb?cid=9950ac751e34487dbbe027c4fd7f8e99	false	5	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:40:04Z	0.149	0.188	0	-15.496	1	0.0377	0.977	0.877	0.115	0.0857	56.784	4
spotify:track:1kkUVHlMCa7yEJ8AlstnkU	Relaxing Creek	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	spotify:album:4voAJGyT67x61I1xwpZvou	Healing Indian Flute: Calming Native American Flute for Spa, Massage, Yoga & Meditation	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	2021-12-16	https://i.scdn.co/image/ab67616d0000b273e3de3aef322ea321b14e3c48	1	2	136997	https://p.scdn.co/mp3-preview/7837809e721bdac07ab8382aa3c8b35645d97c11?cid=9950ac751e34487dbbe027c4fd7f8e99	false	5	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:40:06Z	0.2	0.202	9	-14.744	0	0.0399	0.992	0.879	0.152	0.0384	59.524	4
spotify:track:1lIikO2A66vDn2uwR3UZNt	Sleeping Flute Music	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	spotify:album:4voAJGyT67x61I1xwpZvou	Healing Indian Flute: Calming Native American Flute for Spa, Massage, Yoga & Meditation	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	2021-12-16	https://i.scdn.co/image/ab67616d0000b273e3de3aef322ea321b14e3c48	1	1	165233	https://p.scdn.co/mp3-preview/25b211c8d1b50792d1efb2868d7b29875e149cb2?cid=9950ac751e34487dbbe027c4fd7f8e99	false	6	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:40:19Z	0.0856	0.137	0	-16.7	1	0.0415	0.986	0.915	0.106	0.0404	62.264	3
spotify:track:1lIikO2A66vDn2uwR3UZNt	Sleeping Flute Music	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	spotify:album:4voAJGyT67x61I1xwpZvou	Healing Indian Flute: Calming Native American Flute for Spa, Massage, Yoga & Meditation	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	2021-12-16	https://i.scdn.co/image/ab67616d0000b273e3de3aef322ea321b14e3c48	1	1	165233	https://p.scdn.co/mp3-preview/25b211c8d1b50792d1efb2868d7b29875e149cb2?cid=9950ac751e34487dbbe027c4fd7f8e99	false	6	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:40:48Z	0.0856	0.137	0	-16.7	1	0.0415	0.986	0.915	0.106	0.0404	62.264	3
spotify:track:6g2YK8pWLCDAgOaTsvkVwv	Calm Flute for Peaceful Meditation	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	spotify:album:4voAJGyT67x61I1xwpZvou	Healing Indian Flute: Calming Native American Flute for Spa, Massage, Yoga & Meditation	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	2021-12-16	https://i.scdn.co/image/ab67616d0000b273e3de3aef322ea321b14e3c48	1	3	135140	https://p.scdn.co/mp3-preview/0e5b0691a868754abdb235a5593ed4a832a30988?cid=9950ac751e34487dbbe027c4fd7f8e99	false	40	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:40:49Z	0.242	0.256	10	-12.605	1	0.0361	0.94	0.833	0.0878	0.0783	83.695	1
spotify:track:1kkUVHlMCa7yEJ8AlstnkU	Relaxing Creek	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	spotify:album:4voAJGyT67x61I1xwpZvou	Healing Indian Flute: Calming Native American Flute for Spa, Massage, Yoga & Meditation	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	2021-12-16	https://i.scdn.co/image/ab67616d0000b273e3de3aef322ea321b14e3c48	1	2	136997	https://p.scdn.co/mp3-preview/7837809e721bdac07ab8382aa3c8b35645d97c11?cid=9950ac751e34487dbbe027c4fd7f8e99	false	5	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:40:54Z	0.2	0.202	9	-14.744	0	0.0399	0.992	0.879	0.152	0.0384	59.524	4
spotify:track:01rTEnT8oVEATja0KaMHa3	Spiritual India - 15 Minutes Healing Indian Music for Yoga and Meditation Performed on Indian Flute, Tablas, Sitar and Bhangra.	spotify:artist:43l4vCSiImV9sIB8mEoB5j	TCO	spotify:album:5iAMQTamIMMWUIVRraiDzy	Indian Healing Music (1 Hour Relaxing Indian Music for Yoga and Meditation Performed on Indian Flutes, Tablas, Sitar, Drums and Chants)	spotify:artist:43l4vCSiImV9sIB8mEoB5j	TCO	2015-06-10	https://i.scdn.co/image/ab67616d0000b273320f6937fc4895c0f0c9a7e8	1	1	930132	https://p.scdn.co/mp3-preview/115b9d6e4ccdcca09436dea1f43b80233746f2b1?cid=9950ac751e34487dbbe027c4fd7f8e99	false	26	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:41:28Z	0.649	0.362	1	-9.406	1	0.0408	0.0317	0.915	0.106	0.134	160.011	4
spotify:track:4Mi28joYvxTzo2NFi3BEhE	Healing Indian Song - 15 Minutes Upbeat Indian Music for Yoga and Meditation Performed on Indian Flute, Tablas, Sitar, Bhangra and Indian Rajah Sarod	spotify:artist:43l4vCSiImV9sIB8mEoB5j	TCO	spotify:album:5iAMQTamIMMWUIVRraiDzy	Indian Healing Music (1 Hour Relaxing Indian Music for Yoga and Meditation Performed on Indian Flutes, Tablas, Sitar, Drums and Chants)	spotify:artist:43l4vCSiImV9sIB8mEoB5j	TCO	2015-06-10	https://i.scdn.co/image/ab67616d0000b273320f6937fc4895c0f0c9a7e8	1	2	885321	https://p.scdn.co/mp3-preview/589a6bd6918619efc06cf5b665aee67ccdff6d3f?cid=9950ac751e34487dbbe027c4fd7f8e99	false	28	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:41:29Z	0.808	0.56	8	-9.667	1	0.196	0.0705	0.865	0.107	0.313	160.002	4
spotify:track:36uM3lN9QEt40k2gElDV3X	Mantra Stress Killer - Indian Relaxing Chant, Bells and Flutes for Stress Relief	spotify:artist:43l4vCSiImV9sIB8mEoB5j	TCO	spotify:album:5iAMQTamIMMWUIVRraiDzy	Indian Healing Music (1 Hour Relaxing Indian Music for Yoga and Meditation Performed on Indian Flutes, Tablas, Sitar, Drums and Chants)	spotify:artist:43l4vCSiImV9sIB8mEoB5j	TCO	2015-06-10	https://i.scdn.co/image/ab67616d0000b273320f6937fc4895c0f0c9a7e8	1	3	282758	https://p.scdn.co/mp3-preview/a8108b214a12dd19342a6212b6daa7310f8fb0a1?cid=9950ac751e34487dbbe027c4fd7f8e99	false	42	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:41:31Z	0.242	0.492	5	-10.185	0	0.0412	0.336	0.512	0.121	0.262	161.06	4
spotify:track:5caL1bCYIWxcnBrfZqHEBa	Tibetan Bells - 25 Minutes of Tibetan Bells, Drones and Voices from Tibet for Yoga and Meditation	spotify:artist:43l4vCSiImV9sIB8mEoB5j	TCO	spotify:album:5iAMQTamIMMWUIVRraiDzy	Indian Healing Music (1 Hour Relaxing Indian Music for Yoga and Meditation Performed on Indian Flutes, Tablas, Sitar, Drums and Chants)	spotify:artist:43l4vCSiImV9sIB8mEoB5j	TCO	2015-06-10	https://i.scdn.co/image/ab67616d0000b273320f6937fc4895c0f0c9a7e8	1	4	1503674	https://p.scdn.co/mp3-preview/c1bb854ab1be5b8dfdcdafe80cc635540e710866?cid=9950ac751e34487dbbe027c4fd7f8e99	false	25	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:41:33Z	0.187	0.102	5	-18.111	1	0.04	0.51	0.696	0.0807	0.023	131.763	3
spotify:track:3Ab7lJJ7baZIpQEcCrdnik	Deepest Indian Tantra - 15 Minutes Relaxing Music for Massage and Meditation	spotify:artist:43l4vCSiImV9sIB8mEoB5j	TCO	spotify:album:7CPaYBQwCdPG9vcF9QD0ne	Indian Healing and Meditation Music (1 Hour Relaxing Indian Music for Meditation with Percussions, Sitar, Tibetan Bells and Sounds of Nature)	spotify:artist:43l4vCSiImV9sIB8mEoB5j	TCO	2016-07-01	https://i.scdn.co/image/ab67616d0000b27300540c3e123640bd806a9f86	1	1	911912	https://p.scdn.co/mp3-preview/5174c447a62c8f83e4b9303181a36fa09b5d89a1?cid=9950ac751e34487dbbe027c4fd7f8e99	false	18	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:41:50Z	0.502	0.461	0	-11.965	1	0.0501	0.129	0.843	0.0986	0.737	165.019	3
spotify:track:7AXLPBYSMWhyofyzNg4VxC	Shava Asana - 15 Minutes Music for Sleep and Yoga	spotify:artist:43l4vCSiImV9sIB8mEoB5j	TCO	spotify:album:7CPaYBQwCdPG9vcF9QD0ne	Indian Healing and Meditation Music (1 Hour Relaxing Indian Music for Meditation with Percussions, Sitar, Tibetan Bells and Sounds of Nature)	spotify:artist:43l4vCSiImV9sIB8mEoB5j	TCO	2016-07-01	https://i.scdn.co/image/ab67616d0000b27300540c3e123640bd806a9f86	1	2	905635	https://p.scdn.co/mp3-preview/c58e9b8f8db1ec6028d3d0e617cc744a74cfd6a5?cid=9950ac751e34487dbbe027c4fd7f8e99	false	21	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:41:51Z	0.723	0.364	0	-13.047	0	0.0395	0.351	0.853	0.171	0.236	140.009	4
spotify:track:3nsK91R9xm5kriHy2qKI2o	Healing Mantra - 15 Minutes Relaxing Music for Stress Relief	spotify:artist:43l4vCSiImV9sIB8mEoB5j	TCO	spotify:album:7CPaYBQwCdPG9vcF9QD0ne	Indian Healing and Meditation Music (1 Hour Relaxing Indian Music for Meditation with Percussions, Sitar, Tibetan Bells and Sounds of Nature)	spotify:artist:43l4vCSiImV9sIB8mEoB5j	TCO	2016-07-01	https://i.scdn.co/image/ab67616d0000b27300540c3e123640bd806a9f86	1	3	906750	https://p.scdn.co/mp3-preview/3afe02fffffec01440c1ecd652df18c30ba6548c?cid=9950ac751e34487dbbe027c4fd7f8e99	false	17	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:41:53Z	0.631	0.305	0	-12.581	0	0.0327	0.0299	0.682	0.106	0.0798	160.013	4
spotify:track:0ujeNWVDB14y3dCJfyfGAH	Tibetan Curing Vibe - 15 Minutes Calming and Peaceful Healing Music	spotify:artist:43l4vCSiImV9sIB8mEoB5j	TCO	spotify:album:7CPaYBQwCdPG9vcF9QD0ne	Indian Healing and Meditation Music (1 Hour Relaxing Indian Music for Meditation with Percussions, Sitar, Tibetan Bells and Sounds of Nature)	spotify:artist:43l4vCSiImV9sIB8mEoB5j	TCO	2016-07-01	https://i.scdn.co/image/ab67616d0000b27300540c3e123640bd806a9f86	1	4	907826	https://p.scdn.co/mp3-preview/4ca19c69ef779b953859b7a4cd619040c1722941?cid=9950ac751e34487dbbe027c4fd7f8e99	false	18	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:41:55Z	0.774	0.549	1	-8.298	1	0.044	0.00188	0.897	0.131	0.521	138.025	4
spotify:track:7LpCTlF2yZ1r3HVfBypbv9	Indian Santur: Spiritual Healing	spotify:artist:0XYgEYmGl3tbIq5cRjETRJ	Relaxing Flute Music Zone	spotify:album:4yXYWtOPpv1mMFJ5OnwSyW	Native American Indian Flute & Tibetan Healing Music for Finding Inner Peace, Meditation, Yoga, Chakra Healing	spotify:artist:0XYgEYmGl3tbIq5cRjETRJ	Relaxing Flute Music Zone	2016-07-19	https://i.scdn.co/image/ab67616d0000b27388bdbfaca63f3a83ffa16421	1	6	264102	https://p.scdn.co/mp3-preview/00b88d92e741dbe62ee1f74438e7ffe08e80c61b?cid=9950ac751e34487dbbe027c4fd7f8e99	false	29	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:42:52Z	0.183	0.0474	5	-24.379	0	0.0444	0.981	0.936	0.107	0.0926	136.663	5
spotify:track:36uM3lN9QEt40k2gElDV3X	Mantra Stress Killer - Indian Relaxing Chant, Bells and Flutes for Stress Relief	spotify:artist:43l4vCSiImV9sIB8mEoB5j	TCO	spotify:album:5iAMQTamIMMWUIVRraiDzy	Indian Healing Music (1 Hour Relaxing Indian Music for Yoga and Meditation Performed on Indian Flutes, Tablas, Sitar, Drums and Chants)	spotify:artist:43l4vCSiImV9sIB8mEoB5j	TCO	2015-06-10	https://i.scdn.co/image/ab67616d0000b273320f6937fc4895c0f0c9a7e8	1	3	282758	https://p.scdn.co/mp3-preview/a8108b214a12dd19342a6212b6daa7310f8fb0a1?cid=9950ac751e34487dbbe027c4fd7f8e99	false	42	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:42:53Z	0.242	0.492	5	-10.185	0	0.0412	0.336	0.512	0.121	0.262	161.06	4
spotify:track:7LCM7GG89FXr7naJZ8MT6B	Indian Relaxing Music	spotify:artist:1Iww3Y4gDbNvjkqnjUzIZu, spotify:artist:2uKCBebYLKMNg9VJZqqGF4, spotify:artist:72bJItkEKsfwAovut5Io0E	Relaxcation, Relaxmydog, Water sound bank	spotify:album:7KB5Wt3w4g4Zq7Ch0CZHeY	Relaxing Water Flow Ambient Music	spotify:artist:1Iww3Y4gDbNvjkqnjUzIZu, spotify:artist:2uKCBebYLKMNg9VJZqqGF4, spotify:artist:72bJItkEKsfwAovut5Io0E	Relaxcation, Relaxmydog, Water sound bank	2022-02-02	https://i.scdn.co/image/ab67616d0000b2733c22d0fc873684ccc253a073	1	3	118000	https://p.scdn.co/mp3-preview/1f467367fe9cc736d4d65af9e1a5463839d197af?cid=9950ac751e34487dbbe027c4fd7f8e99	false	2	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:42:55Z	0.676	0.423	7	-14.806	1	0.0314	0.426	0.27	0.116	0.523	119.472	4
spotify:track:24qwQqEIhKAJDWuRIVCbDs	Relaxing Music for Natures	spotify:artist:5l2hSbwkoxuZd0X7rIJTFh	Deep Sleep Music Therapy	spotify:album:1aTB6fSlXprKkngfcdq5M0	(New Age Music with Indian Sitar) Music for Spa Hours	spotify:artist:5l2hSbwkoxuZd0X7rIJTFh	Deep Sleep Music Therapy	2022-02-07	https://i.scdn.co/image/ab67616d0000b273d431895c23336b800d4aaf48	1	11	123437	https://p.scdn.co/mp3-preview/359e809277dd1008065afdd5a4f9d1f62cdc0d85?cid=9950ac751e34487dbbe027c4fd7f8e99	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:42:56Z	0.734	0.353	1	-16.095	1	0.116	0.519	0.603	0.162	0.0396	139.984	4
spotify:track:56w4K6tso5lXLU6OfNInn3	Indian Zen Forest	spotify:artist:7oU5AAW5FXppn4c3yKxVXK	Bath Spa Relaxing Music Zone	spotify:album:4mfLmlOMoNJwV3wPxQ89v3	50 Grand Spa Collection: Relaxing Spa New Age Music, Healing Nature Sounds, Massage, Yoga, Tai Chi, Reiki, Stress Relief, Beauty Centre Music, Welness Therapy	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2016-09-26	https://i.scdn.co/image/ab67616d0000b273ab7728138b352c63b9a3fadf	1	9	230000	https://p.scdn.co/mp3-preview/830539c31a8fe28201001e0547226f5d8f79a710?cid=9950ac751e34487dbbe027c4fd7f8e99	false	27	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:42:58Z	0.0698	0.199	1	-18.629	1	0.0354	0.976	0.987	0.307	0.0388	75.95	1
spotify:episode:35YCJuheZCJD5HsnkaS3P7	[Study Sleep Relax 💖] Meditation - music	spotify:show:64ijNYNNSIzrNFEcXwB6YL	Relaxing music	spotify:show:64ijNYNNSIzrNFEcXwB6YL	Relaxing music	spotify:show:64ijNYNNSIzrNFEcXwB6YL	Relaxing music		https://i.scdn.co/image/ab6765630000ba8aeed95194007c1ea152762392	0	0	4435776	https://p.scdn.co/mp3-preview/6db50784c761d6830f55a9712b5685b80ef8edf9	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:52:55Z												
spotify:episode:7w64mwXIxZHBrZAGoZgfS3	Meditaion music , self healing , relaxing music- MEDITATE SELF	spotify:show:4O9ewm6rHndbj2AiagZiUG	MEDITATION SELF	spotify:show:4O9ewm6rHndbj2AiagZiUG	MEDITATION SELF	spotify:show:4O9ewm6rHndbj2AiagZiUG	MEDITATION SELF		https://i.scdn.co/image/4514ca814660f983cdb29e0220c57486e3124bdf	0	0	770786	https://p.scdn.co/mp3-preview/8891642278e0b2051c6d12f5894daa454369d0b9	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:52:58Z												
spotify:episode:7w64mwXIxZHBrZAGoZgfS3	Meditaion music , self healing , relaxing music- MEDITATE SELF	spotify:show:4O9ewm6rHndbj2AiagZiUG	MEDITATION SELF	spotify:show:4O9ewm6rHndbj2AiagZiUG	MEDITATION SELF	spotify:show:4O9ewm6rHndbj2AiagZiUG	MEDITATION SELF		https://i.scdn.co/image/4514ca814660f983cdb29e0220c57486e3124bdf	0	0	770786	https://p.scdn.co/mp3-preview/8891642278e0b2051c6d12f5894daa454369d0b9	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:52:59Z												
spotify:episode:35YCJuheZCJD5HsnkaS3P7	[Study Sleep Relax 💖] Meditation - music	spotify:show:64ijNYNNSIzrNFEcXwB6YL	Relaxing music	spotify:show:64ijNYNNSIzrNFEcXwB6YL	Relaxing music	spotify:show:64ijNYNNSIzrNFEcXwB6YL	Relaxing music		https://i.scdn.co/image/ab6765630000ba8aeed95194007c1ea152762392	0	0	4435776	https://p.scdn.co/mp3-preview/6db50784c761d6830f55a9712b5685b80ef8edf9	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:53:00Z												
spotify:episode:5pOgsI3B0H7CAAgdBPIgsk	1 Hour Relaxing Music for Stress Relief. Soothing Music. Meditation. Sleep Music	spotify:show:7iAVJ3zVTGv9omVDXrqlyG	Audice Wellness Services	spotify:show:7iAVJ3zVTGv9omVDXrqlyG	Audice Wellness Services	spotify:show:7iAVJ3zVTGv9omVDXrqlyG	Audice Wellness Services		https://i.scdn.co/image/4783bf7f536517787f60d5427ce4b2423a325d25	0	0	3611012	https://p.scdn.co/mp3-preview/9e9dd1d4c8d34b6cf5472b9fc4317463008a918e	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:53:02Z												
spotify:track:1Arqxmv9lzPSr6v5YFy0x1	Fade Away The Sorrow - Original Mix	spotify:artist:61pUCBmBIzltruhx4rFs2C	Balanced Life	spotify:album:0THGJXc6JrYxSg41YbMNaf	Mindful Valley - Relaxing Meditating Music	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2021-05-26	https://i.scdn.co/image/ab67616d0000b2732e736f77e246e95a091e12f5	1	8	203000	https://p.scdn.co/mp3-preview/cab4ea70c335bd0145d7a8b154125414d29e932c?cid=9950ac751e34487dbbe027c4fd7f8e99	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:53:54Z	0.253	0.0793	5	-28.042	1	0.04	0.552	0.92	0.372	0.0908	119.613	3
